date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:13:43	11087/11087	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202017%2010:43:42%20GMT	https://hello-angularjs.appspot.com/spa	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/spa.html	(from https://hello-angularjs.appspot.com/)
16:13:44	13668/13668	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202017%2010:43:43%20GMT	https://hello-angularjs.appspot.com/angularjs-filters-examples	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/angularjs-filters-examples.html	(from https://hello-angularjs.appspot.com/)
16:13:44	11487/11487	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202017%2010:43:43%20GMT	https://hello-angularjs.appspot.com/angularjs-http-service-ajax-get-code-example	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/angularjs-http-service-ajax-get-code-example.html	(from https://hello-angularjs.appspot.com/)
16:13:48	106194/106194	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/angularjs/1.2.20/angular.min.js	C:/My%20Web%20Sites/AngularJS/ajax.googleapis.com/ajax/libs/angularjs/1.2.20/angular.min.js	(from https://hello-angularjs.appspot.com/)
16:13:48	13711/13711	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202017%2010:43:44%20GMT	https://hello-angularjs.appspot.com/angularjs-http-service-ajax-post-code-example	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/angularjs-http-service-ajax-post-code-example.html	(from https://hello-angularjs.appspot.com/)
16:13:48	16314/16314	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202017%2010:43:44%20GMT	https://hello-angularjs.appspot.com/angularjs-http-service-ajax-post-json-data-code-example	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/angularjs-http-service-ajax-post-json-data-code-example.html	(from https://hello-angularjs.appspot.com/)
16:13:48	13693/13693	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202017%2010:43:48%20GMT	https://hello-angularjs.appspot.com/angularjs-restful-apis-get-method-code-example	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/angularjs-restful-apis-get-method-code-example.html	(from https://hello-angularjs.appspot.com/)
16:13:48	17605/17605	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202017%2010:43:48%20GMT	https://hello-angularjs.appspot.com/angularjs-restful-apis-post-method-code-example	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/angularjs-restful-apis-post-method-code-example.html	(from https://hello-angularjs.appspot.com/)
16:13:49	7022/7022	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202017%2010:43:48%20GMT	https://hello-angularjs.appspot.com/angularjs-single-page-app-restful-apis	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/angularjs-single-page-app-restful-apis.html	(from https://hello-angularjs.appspot.com/)
16:13:49	10902/10902	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202017%2010:43:49%20GMT	https://hello-angularjs.appspot.com/angularjs-create-custom-services	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/angularjs-create-custom-services.html	(from https://hello-angularjs.appspot.com/)
16:13:49	10211/10211	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202017%2010:43:49%20GMT	https://hello-angularjs.appspot.com/angularjs-directives-hello-world	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/angularjs-directives-hello-world.html	(from https://hello-angularjs.appspot.com/)
16:13:49	9130/9130	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202017%2010:43:49%20GMT	https://hello-angularjs.appspot.com/angularjs-how-create-custom-directives	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/angularjs-how-create-custom-directives.html	(from https://hello-angularjs.appspot.com/)
16:13:50	11347/11347	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202017%2010:43:50%20GMT	https://hello-angularjs.appspot.com/angularjs-create-custom-filter	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/angularjs-create-custom-filter.html	(from https://hello-angularjs.appspot.com/)
16:13:50	11260/11260	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202017%2010:43:50%20GMT	https://hello-angularjs.appspot.com/angularjs-non-nested-directives-directives-communication-code-example	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/angularjs-non-nested-directives-directives-communication-code-example.html	(from https://hello-angularjs.appspot.com/)
16:13:50	12341/12341	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202017%2010:43:50%20GMT	https://hello-angularjs.appspot.com/kendoui-helloworld	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/kendoui-helloworld.html	(from https://hello-angularjs.appspot.com/)
16:13:51	8014/8014	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202017%2010:43:51%20GMT	https://hello-angularjs.appspot.com/angularjs-interview-questions-set-1	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/angularjs-interview-questions-set-1.html	(from https://hello-angularjs.appspot.com/)
16:13:52	8933/8933	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202017%2010:43:51%20GMT	https://hello-angularjs.appspot.com/angularjs-interview-questions-set-2	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/angularjs-interview-questions-set-2.html	(from https://hello-angularjs.appspot.com/)
16:13:55	48398/48398	---MC-	200	added ('OK')	text/javascript	date:Tue,%2003%20Jan%202017%2010:43:07%20GMT	http://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js	C:/My%20Web%20Sites/AngularJS/pagead2.googlesyndication.com/pagead/js/f.txt	(from https://hello-angularjs.appspot.com/)
16:13:55	42056/42056	---MC-	200	added ('OK')	application/javascript	date:Tue,%2003%20Jan%202017%2010:43:52%20GMT	https://apis.google.com/js/platform.js	C:/My%20Web%20Sites/AngularJS/apis.google.com/js/platform.js	(from https://hello-angularjs.appspot.com/)
16:13:55	95997/95997	---M--	200	added ('OK')	application/x-javascript	etag:%22y4ptqQ%22	https://hello-angularjs.appspot.com/assets/js/jquery.min.js	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/assets/js/jquery.min.js	(from https://hello-angularjs.appspot.com/)
16:13:55	95992/95992	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.11.3/jquery.min.js	C:/My%20Web%20Sites/AngularJS/ajax.googleapis.com/ajax/libs/jquery/1.11.3/jquery.min.js	(from https://hello-angularjs.appspot.com/)
16:13:56	36874/36874	---M--	200	added ('OK')	application/x-javascript	etag:%22y4ptqQ%22	https://hello-angularjs.appspot.com/bootstrap/js/bootstrap.min.js	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/bootstrap/js/bootstrap.min.js	(from https://hello-angularjs.appspot.com/)
16:13:56	194/194	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Jan%202017%2010:43:56%20GMT	https://hello-angularjs.appspot.com/template/accordion/accordion.html	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/template/accordion/accordion.1f.delayed	(from https://hello-angularjs.appspot.com/assets/js/ui-bootstrap-tpls-0.9.0.min.js)
16:13:56	194/194	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Jan%202017%2010:43:56%20GMT	https://hello-angularjs.appspot.com/template/alert/alert.html	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/template/alert/alert.20.delayed	(from https://hello-angularjs.appspot.com/assets/js/ui-bootstrap-tpls-0.9.0.min.js)
16:13:57	194/194	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Jan%202017%2010:43:57%20GMT	https://hello-angularjs.appspot.com/template/carousel/carousel.html	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/template/carousel/carousel.21.delayed	(from https://hello-angularjs.appspot.com/assets/js/ui-bootstrap-tpls-0.9.0.min.js)
16:13:57	194/194	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Jan%202017%2010:43:57%20GMT	https://hello-angularjs.appspot.com/template/carousel/slide.html	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/template/carousel/slide.22.delayed	(from https://hello-angularjs.appspot.com/assets/js/ui-bootstrap-tpls-0.9.0.min.js)
16:13:58	194/194	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Jan%202017%2010:43:57%20GMT	https://hello-angularjs.appspot.com/template/datepicker/datepicker.html	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/template/datepicker/datepicker.23.delayed	(from https://hello-angularjs.appspot.com/assets/js/ui-bootstrap-tpls-0.9.0.min.js)
16:13:58	194/194	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Jan%202017%2010:43:58%20GMT	https://hello-angularjs.appspot.com/template/datepicker/popup.html	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/template/datepicker/popup.24.delayed	(from https://hello-angularjs.appspot.com/assets/js/ui-bootstrap-tpls-0.9.0.min.js)
16:13:58	194/194	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Jan%202017%2010:43:58%20GMT	https://hello-angularjs.appspot.com/template/modal/backdrop.html	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/template/modal/backdrop.25.delayed	(from https://hello-angularjs.appspot.com/assets/js/ui-bootstrap-tpls-0.9.0.min.js)
16:13:59	194/194	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Jan%202017%2010:43:59%20GMT	https://hello-angularjs.appspot.com/template/modal/window.html	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/template/modal/window.26.delayed	(from https://hello-angularjs.appspot.com/assets/js/ui-bootstrap-tpls-0.9.0.min.js)
16:13:59	194/194	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Jan%202017%2010:43:59%20GMT	https://hello-angularjs.appspot.com/template/pagination/pager.html	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/template/pagination/pager.27.delayed	(from https://hello-angularjs.appspot.com/assets/js/ui-bootstrap-tpls-0.9.0.min.js)
16:14:00	194/194	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Jan%202017%2010:43:59%20GMT	https://hello-angularjs.appspot.com/template/pagination/pagination.html	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/template/pagination/pagination.28.delayed	(from https://hello-angularjs.appspot.com/assets/js/ui-bootstrap-tpls-0.9.0.min.js)
16:14:00	194/194	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Jan%202017%2010:44:00%20GMT	https://hello-angularjs.appspot.com/template/tooltip/tooltip-html-unsafe-popup.html	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/template/tooltip/tooltip-html-unsafe-popup.29.delayed	(from https://hello-angularjs.appspot.com/assets/js/ui-bootstrap-tpls-0.9.0.min.js)
16:14:00	194/194	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Jan%202017%2010:44:00%20GMT	https://hello-angularjs.appspot.com/template/tooltip/tooltip-popup.html	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/template/tooltip/tooltip-popup.2a.delayed	(from https://hello-angularjs.appspot.com/assets/js/ui-bootstrap-tpls-0.9.0.min.js)
16:14:01	194/194	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Jan%202017%2010:44:01%20GMT	https://hello-angularjs.appspot.com/template/popover/popover.html	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/template/popover/popover.2b.delayed	(from https://hello-angularjs.appspot.com/assets/js/ui-bootstrap-tpls-0.9.0.min.js)
16:14:01	194/194	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Jan%202017%2010:44:01%20GMT	https://hello-angularjs.appspot.com/template/progressbar/bar.html	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/template/progressbar/bar.2c.delayed	(from https://hello-angularjs.appspot.com/assets/js/ui-bootstrap-tpls-0.9.0.min.js)
16:14:02	194/194	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Jan%202017%2010:44:01%20GMT	https://hello-angularjs.appspot.com/template/progressbar/progress.html	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/template/progressbar/progress.2d.delayed	(from https://hello-angularjs.appspot.com/assets/js/ui-bootstrap-tpls-0.9.0.min.js)
16:14:02	194/194	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Jan%202017%2010:44:02%20GMT	https://hello-angularjs.appspot.com/template/progressbar/progressbar.html	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/template/progressbar/progressbar.2e.delayed	(from https://hello-angularjs.appspot.com/assets/js/ui-bootstrap-tpls-0.9.0.min.js)
16:14:02	194/194	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Jan%202017%2010:44:02%20GMT	https://hello-angularjs.appspot.com/template/rating/rating.html	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/template/rating/rating.2f.delayed	(from https://hello-angularjs.appspot.com/assets/js/ui-bootstrap-tpls-0.9.0.min.js)
16:14:03	194/194	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Jan%202017%2010:44:03%20GMT	https://hello-angularjs.appspot.com/template/tabs/tab.html	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/template/tabs/tab.30.delayed	(from https://hello-angularjs.appspot.com/assets/js/ui-bootstrap-tpls-0.9.0.min.js)
16:14:03	194/194	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Jan%202017%2010:44:03%20GMT	https://hello-angularjs.appspot.com/template/tabs/tabset.html	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/template/tabs/tabset.31.delayed	(from https://hello-angularjs.appspot.com/assets/js/ui-bootstrap-tpls-0.9.0.min.js)
16:14:04	194/194	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Jan%202017%2010:44:03%20GMT	https://hello-angularjs.appspot.com/template/timepicker/timepicker.html	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/template/timepicker/timepicker.32.delayed	(from https://hello-angularjs.appspot.com/assets/js/ui-bootstrap-tpls-0.9.0.min.js)
16:14:04	194/194	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Jan%202017%2010:44:04%20GMT	https://hello-angularjs.appspot.com/template/typeahead/typeahead-match.html	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/template/typeahead/typeahead-match.33.delayed	(from https://hello-angularjs.appspot.com/assets/js/ui-bootstrap-tpls-0.9.0.min.js)
16:14:04	194/194	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Jan%202017%2010:44:04%20GMT	https://hello-angularjs.appspot.com/template/accordion/accordion-group.html	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/template/accordion/accordion-group.34.delayed	(from https://hello-angularjs.appspot.com/assets/js/ui-bootstrap-tpls-0.9.0.min.js)
16:14:05	194/194	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Jan%202017%2010:44:05%20GMT	https://hello-angularjs.appspot.com/template/tabs/tabset-titles.html	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/template/tabs/tabset-titles.35.delayed	(from https://hello-angularjs.appspot.com/assets/js/ui-bootstrap-tpls-0.9.0.min.js)
16:14:05	194/194	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Jan%202017%2010:44:05%20GMT	https://hello-angularjs.appspot.com/template/typeahead/typeahead-popup.html	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/template/typeahead/typeahead-popup.36.delayed	(from https://hello-angularjs.appspot.com/assets/js/ui-bootstrap-tpls-0.9.0.min.js)
16:14:07	3933/3933	---M--	200	added ('OK')	application/x-javascript	etag:%22y4ptqQ%22	https://hello-angularjs.appspot.com/assets/js/controllers.js	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/assets/js/controllers.js	(from https://hello-angularjs.appspot.com/helloworld)
16:14:08	2184/2184	---M--	200	added ('OK')	application/x-javascript	etag:%22y4ptqQ%22	https://hello-angularjs.appspot.com/assets/js/myangular.js	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/assets/js/myangular.js	(from https://hello-angularjs.appspot.com/spa)
16:14:09	24299/24299	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/angularjs/1.2.18/angular-resource.js	C:/My%20Web%20Sites/AngularJS/ajax.googleapis.com/ajax/libs/angularjs/1.2.18/angular-resource.js	(from https://hello-angularjs.appspot.com/helloworld)
16:14:10	2352/2352	---M--	200	added ('OK')	application/x-javascript	etag:%22y4ptqQ%22	https://hello-angularjs.appspot.com/assets/js/spa_restful.js	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/assets/js/spa_restful.js	(from https://hello-angularjs.appspot.com/angularjs-single-page-app-restful-apis)
16:14:11	21058/21058	---MC-	200	added ('OK')	text/javascript	date:Sun,%2006%20Dec%202015%2019:30:07%20GMT	http://ajax.googleapis.com/ajax/libs/angularjs/1.2.18/angular-sanitize.js	C:/My%20Web%20Sites/AngularJS/ajax.googleapis.com/ajax/libs/angularjs/1.2.18/angular-sanitize.js	(from https://hello-angularjs.appspot.com/angularjs-filters-examples)
16:14:11	33135/33135	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/angularjs/1.2.18/angular-route.js	C:/My%20Web%20Sites/AngularJS/ajax.googleapis.com/ajax/libs/angularjs/1.2.18/angular-route.js	(from https://hello-angularjs.appspot.com/spa)
16:14:12	106439/106439	---MC-	200	added ('OK')	text/javascript	date:Sun,%2006%20Dec%202015%2019:30:07%20GMT	http://ajax.googleapis.com/ajax/libs/angularjs/1.2.19/angular.min.js	C:/My%20Web%20Sites/AngularJS/ajax.googleapis.com/ajax/libs/angularjs/1.2.19/angular.min.js	(from https://hello-angularjs.appspot.com/helloworld)
16:14:12	182/182	---M--	200	added ('OK')	application/x-javascript	etag:%22y4ptqQ%22	https://hello-angularjs.appspot.com/assets/js/app.js	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/assets/js/app.js	(from https://hello-angularjs.appspot.com/angularjs-directives-hello-world)
16:14:14	121260/121260	---MCZ	200	added ('OK')	text/css	etag:W/%222f624089c65f12185e79925bc5a7fc42%22	http://maxcdn.bootstrapcdn.com/bootstrap/3.3.6/css/bootstrap.min.css	C:/My%20Web%20Sites/AngularJS/maxcdn.bootstrapcdn.com/bootstrap/3.3.6/css/bootstrap.min.css	(from https://hello-angularjs.appspot.com/angularjs-create-custom-filter)
16:14:15	1088/1088	---M--	200	added ('OK')	application/x-javascript	etag:%22y4ptqQ%22	https://hello-angularjs.appspot.com/assets/js/nddcapp.js	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/assets/js/nddcapp.js	(from https://hello-angularjs.appspot.com/angularjs-non-nested-directives-directives-communication-code-example)
16:14:17	182127/182127	---MCZ	200	added ('OK')	text/css	date:Wed,%2014%20Sep%202016%2012:41:25%20GMT	http://cdn.kendostatic.com/2014.2.716/styles/kendo.common.min.css	C:/My%20Web%20Sites/AngularJS/cdn.kendostatic.com/2014.2.716/styles/kendo.common.min.css	(from https://hello-angularjs.appspot.com/kendoui-helloworld)
16:14:18	33254/33254	---MCZ	200	added ('OK')	text/css	date:Wed,%2014%20Sep%202016%2012:41:25%20GMT	http://cdn.kendostatic.com/2014.2.716/styles/kendo.flat.min.css	C:/My%20Web%20Sites/AngularJS/cdn.kendostatic.com/2014.2.716/styles/kendo.flat.min.css	(from https://hello-angularjs.appspot.com/kendoui-helloworld)
16:14:29	106506/106506	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/angularjs/1.2.21/angular.min.js	C:/My%20Web%20Sites/AngularJS/ajax.googleapis.com/ajax/libs/angularjs/1.2.21/angular.min.js	(from https://hello-angularjs.appspot.com/angularjs-how-create-custom-directives)
16:14:35	84245/84245	---MC-	200	added ('OK')	text/javascript	date:Fri,%2016%20Oct%202015%2018:27:31%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/2.1.1/jquery.min.js	C:/My%20Web%20Sites/AngularJS/ajax.googleapis.com/ajax/libs/jquery/2.1.1/jquery.min.js	(from https://hello-angularjs.appspot.com/kendoui-helloworld)
16:14:37	107317/107317	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/angularjs/1.2.24/angular.min.js	C:/My%20Web%20Sites/AngularJS/ajax.googleapis.com/ajax/libs/angularjs/1.2.24/angular.min.js	(from https://hello-angularjs.appspot.com/angularjs-non-nested-directives-directives-communication-code-example)
16:14:37	107098/107098	---MC-	200	added ('OK')	text/javascript	date:Sun,%2006%20Dec%202015%2019:30:07%20GMT	http://ajax.googleapis.com/ajax/libs/angularjs/1.2.23/angular.min.js	C:/My%20Web%20Sites/AngularJS/ajax.googleapis.com/ajax/libs/angularjs/1.2.23/angular.min.js	(from https://hello-angularjs.appspot.com/angularjs-create-custom-filter)
16:14:41	8723/8723	---MCZ	200	added ('OK')	application/x-javascript	date:Wed,%2014%20Sep%202016%2012:41:25%20GMT	http://cdn.kendostatic.com/2014.2.716/js/kendo.angular.min.js	C:/My%20Web%20Sites/AngularJS/cdn.kendostatic.com/2014.2.716/js/kendo.angular.min.js	(from https://hello-angularjs.appspot.com/kendoui-helloworld)
16:14:43	5021/5021	---M--	200	added ('OK')	application/x-javascript	etag:%22y4ptqQ%22	https://hello-angularjs.appspot.com/assets/js/quizapp.js	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/assets/js/quizapp.js	(from https://hello-angularjs.appspot.com/angularjs-interview-questions-set-1)
16:14:45	4493/4493	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/angularjs/1.2.21/angular-sanitize.min.js	C:/My%20Web%20Sites/AngularJS/ajax.googleapis.com/ajax/libs/angularjs/1.2.21/angular-sanitize.min.js	(from https://hello-angularjs.appspot.com/angularjs-interview-questions-set-1)
16:14:48	1731301/1731301	---MCZ	200	added ('OK')	application/x-javascript	date:Wed,%2014%20Sep%202016%2012:41:25%20GMT	http://cdn.kendostatic.com/2014.2.716/js/kendo.all.min.js	C:/My%20Web%20Sites/AngularJS/cdn.kendostatic.com/2014.2.716/js/kendo.all.min.js	(from https://hello-angularjs.appspot.com/kendoui-helloworld)
16:14:48	194/194	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Jan%202017%2010:44:42%20GMT	https://hello-angularjs.appspot.com/Popover%20requires%20tooltip.js	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/Popover%20requires%20tooltip.4b.delayed	(from https://hello-angularjs.appspot.com/bootstrap/js/bootstrap.min.js)
16:14:48	203/203	---M--	200	added ('OK')	image/png	etag:%2257d94575-cb%22	http://cdn.kendostatic.com/2014.2.716/styles/textures/transtexture.png	C:/My%20Web%20Sites/AngularJS/cdn.kendostatic.com/2014.2.716/styles/textures/transtexture.png	(from http://cdn.kendostatic.com/2014.2.716/styles/kendo.common.min.css)
16:14:49	1835/1835	---M--	200	added ('OK')	image/png	etag:%2257d94575-72b%22	http://cdn.kendostatic.com/2014.2.716/styles/textures/transparency.png	C:/My%20Web%20Sites/AngularJS/cdn.kendostatic.com/2014.2.716/styles/textures/transparency.png	(from http://cdn.kendostatic.com/2014.2.716/styles/kendo.common.min.css)
